id,word,part_of_speech,difficulty_score,meaning_1,meaning_2,meaning_3
7275,damp,adjective,700,湿った,湿気のある,
7276,darling,noun,1400,最愛の人,ダーリン,
7277,deaf,adjective,700,耳が聞こえない,聞く耳を持たない,
7278,dean,noun,800,学部長,学長,
7279,decimal,noun,1600,小数,,
7280,deduct,verb,1400,差し引く,控除する,
7281,defendant,noun,2200,被告,,
7282,defensive,adjective,2400,防御的な,守備的な,
7283,deficiency,noun,2600,不足,欠乏,
7284,definite,adjective,2000,明確な,確実な,
7285,deity,noun,1800,神,神性,
7286,delegation,noun,2600,代表団,委任,
7287,deliberately,adverb,2900,故意に,わざと,
7288,delightful,adjective,2700,楽しい,愉快な,
7289,delivery,noun,2000,配達,出産,
7290,denial,noun,1600,否定,拒否,
7291,dense,adjective,1200,密集した,濃密な,
7292,density,noun,2000,密度,濃度,
7293,dental,adjective,1400,歯の,歯科の,
7294,dentist,noun,1800,歯科医,,
7295,depart,verb,1400,出発する,去る,
7296,dependent,adjective,2400,依存している,頼っている,
7297,deprive,verb,1800,奪う,失わせる,
7298,designer,noun,2000,デザイナー,設計者,
7299,desirable,adjective,2400,望ましい,好ましい,
7300,destiny,noun,1600,運命,宿命,
7301,destructive,adjective,2900,破壊的な,,
7302,detergent,noun,2200,洗剤,,
7303,devalue,verb,1800,価値を下げる,切り下げる,
7304,devastating,adjective,2900,壊滅的な,圧倒的な,
7305,devil,noun,1200,悪魔,,
7306,diabetes,noun,2000,糖尿病,,
7307,diagnose,verb,2000,診断する,,
7308,diagonal,adjective,2000,対角線の,斜めの,
7309,dial,noun,800,ダイヤル,文字盤,
7310,diesel,noun,1400,ディーゼル,,
7311,diet,noun,800,食事,ダイエット,国会
7312,digital,adjective,1600,デジタルの,,
7313,dilute,verb,1400,薄める,希釈する,
7314,dine,verb,700,食事をする,,
7315,dinosaur,noun,1800,恐竜,,
7316,dioxide,noun,1600,二酸化物,,
7317,diplomatic,adjective,2700,外交の,外交的な,
7318,dirt,noun,700,汚れ,土,
7319,disabled,adjective,2200,障害のある,不自由な,
7320,disagree,verb,1600,意見が合わない,同意しない,
7321,disappoint,verb,2000,失望させる,がっかりさせる,
7322,disastrous,adjective,2700,悲惨な,災害の,
7323,disco,noun,1200,ディスコ,,
7324,discourse,noun,2900,談話,講話,
7325,disgusting,adjective,2700,不快な,気持ち悪い,
7326,dislike,verb,1600,嫌う,好きでない,
7327,dismiss,verb,1600,却下する,解雇する,
7328,disposal,noun,2200,処分,処理,
7329,disregard,verb,2200,無視する,軽視する,
7330,dissuade,verb,2000,思いとどまらせる,説得してやめさせる,
7331,distract,verb,1800,気を散らす,注意をそらす,
7332,distraction,noun,2900,気晴らし,気を散らすもの,
7333,divisible,adjective,2400,分割できる,割り切れる,
7334,dizzy,adjective,1200,めまいがする,くらくらする,
7335,doll,noun,700,人形,,
7336,dolphin,noun,1400,イルカ,,
7337,dome,noun,800,ドーム,丸屋根,
7338,dominant,adjective,2000,支配的な,優勢な,
7339,donkey,noun,1400,ロバ,,
7340,doom,noun,800,運命,破滅,
7341,doorway,noun,1600,戸口,出入り口,
7342,dot,noun,600,点,ドット,
7343,dove,noun,800,ハト,,
7344,downstairs,adverb,2400,階下へ,下の階で,
7345,downtown,noun,1800,繁華街,都心,
7346,dragon,noun,1400,ドラゴン,竜,
7347,drainage,noun,2000,排水,排水設備,
7348,dramatic,adjective,2000,劇的な,ドラマチックな,
7349,drown,verb,1200,溺れる,溺死する,
7350,drunk,adjective,1200,酔った,酔っぱらった,
7351,duck,noun,800,アヒル,カモ,
7352,dusk,noun,800,夕暮れ,黄昏,
7353,dwelling,noun,2000,住居,住まい,
7354,dye,noun,600,染料,,
7355,dynasty,noun,1800,王朝,,
7356,eagle,noun,1200,ワシ,,
7357,earnings,noun,2000,収入,所得,
7358,eastern,adjective,1600,東の,東部の,
7359,echo,noun,800,反響,こだま,エコー
7360,ecology,noun,1600,生態学,エコロジー,
7361,economist,noun,2400,経済学者,,
7362,ecosystem,noun,2400,生態系,,
7363,edit,verb,700,編集する,,
7364,editorial,noun,2400,社説,論説,
7365,educate,verb,1600,教育する,,
7366,eel,noun,600,ウナギ,,
7367,eighteen,number,1400,18,18の,
7368,eighty,number,1400,80,80の,
7369,elbow,noun,1200,肘,ひじ,
7370,elderly,adjective,1600,年配の,初老の,
7371,electrical,adjective,2700,電気の,,
7372,electrician,noun,2900,電気技師,,
7373,electricity,noun,2600,電気,電力,
7374,electron,noun,2000,電子,,
7375,electronic,adjective,2400,電子の,エレクトロニクスの,
7376,electronics,noun,2900,電子工学,エレクトロニクス,
7377,elegant,adjective,1600,優雅な,エレガントな,
7378,elephant,noun,1800,ゾウ,,
7379,elevation,noun,2400,標高,高さ,昇進
7380,eleven,number,1400,11,11の,
7381,eligible,adjective,2000,資格のある,適格な,
7382,elite,noun,1200,エリート,精鋭,
7383,embassy,noun,1600,大使館,,
7384,embryo,noun,1600,胚,胎児,
7385,emerge,verb,1400,現れる,出現する,浮かび上がる
7386,empirical,adjective,2400,経験的な,実証的な,
7387,encyclopedia,noun,2900,百科事典,,
7388,ending,noun,1400,結末,終わり,エンディング
7389,enforce,verb,1800,施行する,強制する,
7390,enforcement,noun,2900,施行,執行,
7391,engineering,noun,2900,工学,技術,
7392,enjoyable,adjective,2400,楽しい,楽しめる,
7393,enlighten,verb,2200,啓発する,教える,
7394,enlist,verb,1800,入隊する,協力を得る,
7395,enquiry,noun,1800,問い合わせ,調査,
7396,enrich,verb,1400,豊かにする,富ませる,
7397,enrollment,noun,2600,登録,入学,
7398,ensue,verb,1200,続いて起こる,結果として生じる,
7399,entertain,verb,2000,楽しませる,もてなす,
7400,entertainer,noun,2900,芸能人,エンターテイナー,
7401,enthusiastic,adjective,2900,熱心な,熱狂的な,
7402,entitle,verb,1800,資格を与える,タイトルをつける,
7403,entity,noun,2000,実体,存在,
7404,envelope,noun,1800,封筒,,
7405,envious,adjective,2000,うらやましい,嫉妬深い,
7406,enzyme,noun,1600,酵素,,
7407,equator,noun,1600,赤道,,
7408,equivalent,adjective,2700,同等の,等しい,
7409,essentially,adverb,2900,本質的に,基本的に,
7410,ethic,noun,1200,倫理,,
7411,ethnic,adjective,1400,民族の,エスニックの,
7412,euro,noun,700,ユーロ,,
7413,evacuate,verb,2000,避難する,避難させる,
7414,evaporate,verb,2200,蒸発する,,
7415,eve,noun,600,前夜,前日,
7416,eventual,adjective,2000,最終的な,結果として起こる,
7417,evergreen,adjective,2400,常緑の,,
7418,everyday,adjective,2000,毎日の,日常の,
7419,exceedingly,adverb,2900,極めて,非常に,
7420,excessive,adjective,2400,過度の,過剰な,
7421,exclusive,adjective,2400,独占的な,排他的な,
7422,exclusively,adverb,2900,独占的に,もっぱら,
7423,exempt,adjective,1400,免除された,,
7424,exotic,adjective,1400,外国の,エキゾチックな,
7425,expanse,noun,1800,広がり,広大な地域,
7426,expectation,noun,2900,期待,予想,
7427,experimental,adjective,2900,実験的な,,
7428,expire,verb,1400,期限が切れる,満了する,
7429,explicit,adjective,2000,明確な,露骨な,
7430,exploitation,noun,2900,搾取,開発,
7431,explorer,noun,2000,探検家,,
7432,explosive,adjective,2400,爆発的な,爆発性の,
7433,expo,noun,700,博覧会,エキスポ,
7434,exponent,noun,2000,指数,支持者,
7435,exposure,noun,2200,露出,さらされること,
7436,expressive,adjective,2700,表現豊かな,,
7437,exquisite,adjective,2600,絶妙な,精巧な,
7438,exterior,noun,2000,外部,外観,
7439,external,adjective,2000,外部の,対外的な,
7440,extinct,adjective,1800,絶滅した,,
7441,extinction,noun,2600,絶滅,消滅,
7442,eyebrow,noun,1600,眉毛,,
7443,eyelid,noun,1400,まぶた,,
7444,fabric,noun,1400,布,生地,織物
7445,fabulous,adjective,2000,素晴らしい,信じがたい,
7446,faction,noun,2000,派閥,党派,
7447,fairy,noun,1200,妖精,フェアリー,
7448,falcon,noun,1400,ハヤブサ,,
7449,famine,noun,1600,飢饉,飢餓,
7450,fantasy,noun,1600,空想,ファンタジー,
7451,farewell,noun,2000,別れ,さよなら,
7452,fashionable,adjective,2900,ファッショナブルな,流行の,
7453,faucet,noun,1400,蛇口,,
7454,fauna,noun,1200,動物相,動物群,
7455,feast,noun,1200,ごちそう,祝宴,
7456,feedback,noun,2000,フィードバック,反応,
7457,fellowship,noun,2600,仲間意識,奨学金,
7458,feminist,noun,2000,フェミニスト,,
7459,fertilizer,noun,2600,肥料,,
7460,fetch,verb,1200,取ってくる,連れてくる,
7461,feudal,adjective,1400,封建的な,,
7462,fiber,noun,1200,繊維,ファイバー,
7463,fierce,adjective,1400,激しい,猛烈な,
7464,fifteen,number,1400,15,15の,
7465,fifty,number,1400,50,50の,
7466,filter,noun,1400,フィルター,ろ過器,
7467,fingerprint,noun,2900,指紋,,
7468,fir,noun,600,モミの木,,
7469,FireFox,noun,1600,ファイアフォックス,,
7470,fireplace,noun,2200,暖炉,,
7471,firework,noun,1800,花火,,
7472,fiscal,adjective,1400,財政の,会計の,
7473,fisherman,noun,2400,漁師,,
7474,fist,noun,700,拳,こぶし,
7475,fitness,noun,1800,健康,フィットネス,適合
7476,flank,noun,1200,脇腹,側面,
7477,flask,noun,1200,フラスコ,水筒,
7478,flavor,noun,1400,風味,味,フレーバー
7479,flea,noun,700,ノミ,,
7480,flee,verb,800,逃げる,逃走する,
7481,flesh,noun,1200,肉,肉体,
7482,flock,noun,1200,群れ,,
7483,fluid,noun,1200,液体,流体,
7484,flush,verb,1200,顔を赤らめる,流す,
7485,foggy,adjective,1200,霧の多い,霧がかかった,
7486,fold,verb,700,折る,折りたたむ,
7487,folk,noun,800,人々,民族,
7488,folklore,noun,2000,民間伝承,民俗,
7489,fond,adjective,700,好きで,愛情のこもった,
7490,footstep,noun,2000,足音,足跡,
7491,fore,adjective,700,前の,前部の,
7492,forecast,verb,1800,予報する,予測する,
7493,forehead,noun,2000,額,ひたい,
7494,foreigner,noun,2400,外国人,,
7495,foresee,verb,2000,予見する,予知する,
7496,format,noun,1400,形式,フォーマット,
7497,formulate,verb,2200,公式化する,作り上げる,
7498,fort,noun,800,砦,要塞,
7499,fossil,noun,1400,化石,,
7500,foul,adjective,700,不潔な,悪臭のする,ファウルの
7501,fowl,noun,800,家禽,鳥,
7502,fragrance,noun,2200,香り,芳香,
7503,freckle,noun,1800,そばかす,,
7504,frequency,noun,2400,頻度,周波数,
7505,fridge,noun,1400,冷蔵庫,,
7506,frog,noun,700,カエル,,
7507,frozen,adjective,1600,凍った,冷凍の,
7508,frying,noun,1400,揚げること,,
7509,furious,adjective,2000,激怒した,猛烈な,
7510,gale,noun,800,強風,暴風,
7511,gallon,noun,1400,ガロン,,
7512,gang,noun,800,ギャング,一団,
7513,garage,noun,1400,ガレージ,車庫,
7514,garlic,noun,1400,ニンニク,,
7515,garment,noun,1800,衣服,,
7516,gasoline,noun,2000,ガソリン,,
7517,gem,noun,600,宝石,,
7518,genre,noun,1200,ジャンル,様式,
7519,gently,adverb,1200,優しく,そっと,
7520,geography,noun,2000,地理,地理学,
7521,geology,noun,2200,地質学,,
7522,German,adjective,1200,ドイツの,ドイツ語,
7523,giant,noun,1200,巨人,大企業,
7524,ginger,noun,1400,ショウガ,,
7525,giraffe,noun,1600,キリン,,
7526,glacier,noun,1800,氷河,,
7527,glance,verb,1400,ちらっと見る,,
7528,glimpse,noun,1800,ちらっと見ること,一瞥,
7529,gnaw,verb,700,かじる,かむ,
7530,goodness,noun,2000,善,美徳,
7531,gorgeous,adjective,2000,豪華な,素晴らしい,
7532,gospel,noun,1600,福音,,
7533,gossip,noun,1400,うわさ話,ゴシップ,
7534,gown,noun,800,ガウン,ドレス,
7535,graceful,adjective,2000,優雅な,上品な,
7536,gracious,adjective,2000,親切な,優雅な,
7537,gradient,noun,2200,勾配,傾斜,
7538,gradual,adjective,1800,徐々の,段階的な,
7539,gram,noun,700,グラム,,
7540,grammar,noun,1600,文法,,
7541,grand,adjective,1200,壮大な,立派な,
7542,grandchild,noun,2400,孫,,
7543,grandparent,noun,2900,祖父母,,
7544,granite,noun,1800,花崗岩,,
7545,granny,noun,1400,おばあちゃん,,
7546,graphic,adjective,1600,図の,グラフィックの,
7547,grasshopper,noun,2900,バッタ,,
7548,grateful,adjective,2000,感謝している,ありがたく思う,
7549,gravel,noun,1400,砂利,,
7550,graze,verb,1200,草を食べる,かすめる,
7551,grease,noun,1400,油脂,グリース,
7552,Greek,adjective,1200,ギリシャの,ギリシャ語,
7553,greenhouse,noun,2400,温室,,
7554,greeting,noun,1800,挨拶,,
7555,grocer,noun,1600,食料雑貨店主,,
7556,grope,verb,1200,手探りする,,
7557,gross,adjective,1200,総計の,ひどい,
7558,grove,noun,1200,木立,果樹園,
7559,growl,verb,1200,うなる,,
7560,guerrilla,noun,2400,ゲリラ,,
7561,guideline,noun,2400,ガイドライン,指針,
7562,guild,noun,1200,組合,ギルド,
7563,guilty,adjective,1600,有罪の,罪悪感のある,
7564,gum,noun,600,ガム,歯茎,
7565,gut,noun,600,腸,内臓,
7566,gymnasium,noun,2200,体育館,ジム,
7567,habitat,noun,1800,生息地,,
7568,hale,adjective,700,元気な,頑健な,
7569,ham,noun,600,ハム,,
7570,hamburger,noun,2000,ハンバーガー,,
7571,handful,noun,1800,一握り,少数,
7572,handkerchief,noun,2900,ハンカチ,,
7573,handy,adjective,1200,便利な,手近な,
7574,hangar,noun,1600,格納庫,,
7575,hanger,noun,1400,ハンガー,,
7576,hans,noun,700,ハンス,,
7577,hare,noun,800,野ウサギ,,
7578,harmful,adjective,1800,有害な,害のある,
7579,harmless,adjective,2000,無害な,,
7580,haste,noun,1200,急ぐこと,性急,
7581,hatch,verb,1200,ふ化する,孵化する,
7582,haunt,verb,1200,出没する,頭から離れない,
7583,hawk,noun,800,タカ,,
7584,hay,noun,600,干し草,,
7585,hazel,noun,1200,ハシバミ,,
7586,headline,noun,1800,見出し,ヘッドライン,
7587,heal,verb,800,治す,癒す,
7588,heartbeat,noun,2200,鼓動,心拍,
7589,hearth,noun,1600,炉,炉辺,
7590,heater,noun,1400,暖房器具,ヒーター,
7591,heating,noun,1600,暖房,加熱,
7592,heaven,noun,1600,天国,天,
7593,heavyweight,noun,2900,ヘビー級,重量級,
7594,hedge,noun,1200,生け垣,,
7595,heel,noun,700,かかと,ヒール,
7596,helicopter,noun,2400,ヘリコプター,,
7597,hell,noun,700,地獄,,
7598,helmet,noun,1400,ヘルメット,,
7599,helpless,adjective,2000,無力な,頼りない,
7600,hemisphere,noun,2600,半球,,
7601,hen,noun,600,雌鶏,めんどり,
7602,herb,noun,700,ハーブ,薬草,
7603,herd,noun,800,群れ,,
7604,heroin,noun,1600,ヘロイン,,
7605,heroine,noun,1600,ヒロイン,女性主人公,
7606,heroism,noun,2000,英雄的行為,勇敢さ,
7607,hesitate,verb,2000,ためらう,躊躇する,
7608,hesitation,noun,2600,ためらい,躊躇,
7609,hey,other,280,ねえ,おい,
7610,hi,other,400,やあ,こんにちは,
7611,hickory,noun,1800,ヒッコリー,,
7612,highland,noun,2000,高地,高原,
7613,highlight,verb,2200,強調する,ハイライトする,
7614,hilarious,adjective,2400,とても面白い,陽気な,
7615,hip,noun,600,腰,ヒップ,
7616,hippo,noun,1200,カバ,,
7617,historian,noun,2400,歴史家,,
7618,historic,adjective,2000,歴史的な,歴史上有名な,
7619,hitherto,adverb,2000,今まで,これまで,
7620,hockey,noun,1400,ホッケー,,
7621,holder,noun,1400,所有者,ホルダー,
7622,homepage,noun,1800,ホームページ,,
7623,homeless,adjective,2000,ホームレスの,家のない,
7624,homesick,adjective,2000,ホームシックの,郷愁の,
7625,homework,noun,1600,宿題,,
7626,homosexual,adjective,2700,同性愛の,,
7627,honestly,adverb,2000,正直に,誠実に,
7628,honey,noun,1000,蜂蜜,,
7629,honeymoon,noun,2200,新婚旅行,,
7630,honorable,adjective,2400,立派な,尊敬すべき,
7631,hook,noun,700,フック,釣り針,
7632,horizon,noun,1600,地平線,水平線,
7633,horizontal,adjective,2700,水平の,横の,
7634,hormone,noun,1600,ホルモン,,
7635,horn,noun,700,角,ホーン,クラクション
7636,horrify,verb,1800,ぞっとさせる,恐怖を感じさせる,
7637,horseback,noun,2400,馬の背,,
7638,horseshoe,noun,2400,蹄鉄,,
7639,hose,noun,700,ホース,,
7640,hospitable,adjective,2700,もてなしのよい,親切な,
7641,hospitality,noun,2900,もてなし,歓待,
7642,hotdog,noun,1400,ホットドッグ,,
7643,hourly,adjective,1400,1時間ごとの,時給の,
7644,housekeeper,noun,2900,家政婦,家事手伝い,
7645,housewife,noun,2200,主婦,,
7646,housework,noun,2200,家事,,
7647,housing,noun,1800,住宅,住居,
7648,huddle,verb,1400,寄り集まる,丸くなる,
7649,hull,noun,800,船体,外殻,
7650,hum,verb,600,鼻歌を歌う,ハミングする,
7651,humanities,noun,2600,人文科学,,
7652,humanity,noun,2200,人類,人間性,
7653,humble,adjective,1400,謙虚な,つつましい,
7654,humid,adjective,1200,湿気の多い,蒸し暑い,
7655,humidity,noun,2000,湿度,湿気,
7656,humorous,adjective,2000,ユーモラスな,面白い,
7657,hump,noun,800,こぶ,隆起,
7658,hunch,noun,1200,予感,直感,
7659,hunger,noun,1400,飢え,空腹,
7660,hunter,noun,1400,ハンター,狩人,
7661,hurl,verb,800,投げつける,吐く,
7662,hut,noun,600,小屋,,
7663,hydrogen,noun,2000,水素,,
7664,hygiene,noun,1800,衛生,,
7665,hymn,noun,800,賛美歌,,
7666,hysteria,noun,2000,ヒステリー,,
7667,ice-cream,noun,2200,アイスクリーム,,
7668,iceberg,noun,1800,氷山,,
7669,icy,adjective,700,氷の,凍った,冷淡な
7670,ideally,adverb,1800,理想的には,,
7671,identical,adjective,2400,同一の,まったく同じの,
7672,idiot,noun,1200,ばか者,愚か者,
7673,idol,noun,800,アイドル,偶像,
7674,ignorance,noun,2400,無知,無学,
7675,ignorant,adjective,2000,無知な,知らない,
7676,ignore,verb,1400,無視する,,
7677,illegal,adjective,2200,違法の,不法の,
7678,illiterate,adjective,2700,読み書きのできない,,
7679,illuminate,verb,2200,照らす,明るくする,
7680,imaginative,adjective,2900,想像力豊かな,,
7681,immigrant,noun,2400,移民,,
7682,immunity,noun,2200,免疫,免除,
7683,impact,noun,2000,衝撃,影響,インパクト
7684,impatient,adjective,2400,せっかちな,我慢できない,
7685,imperial,adjective,2200,帝国の,皇帝の,
7686,implication,noun,2900,含意,影響,
7687,impress,verb,1800,感銘を与える,印象づける,
7688,inaccessible,adjective,2900,近づきにくい,入手できない,
7689,inaugurate,verb,2400,就任させる,開始する,
7690,incapable,adjective,2400,能力がない,できない,
7691,incidentally,adverb,2900,ついでに,ちなみに,
7692,inclusive,adjective,2400,含めて,包括的な,
7693,incoming,adjective,2200,到着する,次期の,
7694,incompetent,adjective,2900,無能な,不適格な,
7695,incomplete,adjective,2700,不完全な,未完成の,
7696,incredible,adjective,2700,信じられない,素晴らしい,
7697,incredibly,adverb,2900,信じられないほど,非常に,
7698,incur,verb,2000,招く,こうむる,
7699,indefinite,adjective,2700,不明確な,期限のない,
7700,indicator,noun,2400,指標,表示器,
7701,indispensable,adjective,2900,不可欠な,必須の,
7702,indoor,adjective,2200,屋内の,,
7703,induce,verb,2000,引き起こす,誘導する,
7704,ineffective,adjective,2900,効果がない,無能な,
7705,inefficient,adjective,2900,非効率的な,,
7706,inevitable,adjective,2700,避けられない,必然的な,
7707,inevitably,adverb,2900,必然的に,避けられず,
7708,infect,verb,1800,感染させる,うつす,
7709,influential,adjective,2900,影響力のある,,
7710,influenza,noun,2400,インフルエンザ,,
7711,infrastructure,noun,2900,インフラ,社会基盤,
7712,initiative,noun,2600,主導権,イニシアチブ,
7713,inland,adjective,2200,内陸の,国内の,
7714,inner,adjective,2000,内部の,内側の,
7715,innovative,adjective,2700,革新的な,,
7716,input,noun,2000,入力,インプット,
7717,inquire,verb,1800,尋ねる,問い合わせる,
7718,insane,adjective,2200,正気でない,狂気の,
7719,insider,noun,2200,内部の人,インサイダー,
7720,inspector,noun,2400,検査官,調査員,
7721,install,verb,1800,設置する,インストールする,
7722,installment,noun,2900,分割払い,取り付け,
7723,institutional,adjective,2900,制度の,組織の,
7724,instruct,verb,1800,指示する,教える,
7725,instrumental,adjective,2900,役立つ,器楽の,
7726,insulate,verb,2000,絶縁する,隔離する,
7727,insure,verb,1800,保険をかける,確保する,
7728,intact,adjective,2200,無傷の,そのままの,
7729,intake,noun,2200,摂取,吸入,
7730,integral,adjective,2200,不可欠な,積分の,
7731,intellect,noun,2400,知性,知力,
7732,intelligible,adjective,2900,理解できる,明瞭な,
7733,intensity,noun,2400,強さ,激しさ,
7734,intensive,adjective,2400,集中的な,徹底的な,
7735,intent,noun,2000,意図,目的,
7736,interact,verb,1800,相互作用する,交流する,
7737,interaction,noun,2900,相互作用,交流,
7738,intercourse,noun,2900,性交,交流,
7739,interior,noun,2000,内部,内側,
7740,internal,adjective,2200,内部の,国内の,
7741,interpret,verb,2200,解釈する,通訳する,
7742,interpreter,noun,2900,通訳者,,
7743,intestine,noun,2400,腸,,
7744,invalid,adjective,2200,無効な,病弱な,
7745,invaluable,adjective,2700,非常に貴重な,,
7746,invariably,adverb,2900,常に,必ず,
7747,inventor,noun,2200,発明家,,
7748,inverse,adjective,2200,逆の,反対の,
7749,invest,verb,1800,投資する,注ぐ,
7750,involvement,noun,2900,関与,参加,
7751,inward,adjective,2200,内側への,内部の,
7752,iris,noun,700,アヤメ,虹彩,
7753,Irish,adjective,1800,アイルランドの,,
7754,ironic,adjective,2200,皮肉な,アイロニカルな,
7755,irrespective,adjective,2900,無関係な,関係なく,
7756,isle,noun,700,島,,
7757,Israeli,adjective,1600,イスラエルの,,
7758,ivory,noun,1200,象牙,,
7759,ivy,noun,600,ツタ,,
7760,janitor,noun,1800,管理人,用務員,
7761,jaw,noun,600,あご,顎,
7762,jazz,noun,700,ジャズ,,
7763,jealous,adjective,1600,ねたんで,嫉妬して,
7764,jeans,noun,1200,ジーンズ,,
7765,jeep,noun,700,ジープ,,
7766,jelly,noun,1200,ゼリー,ジェリー,
7767,jet,noun,600,ジェット機,噴出,
7768,jewelry,noun,1600,宝石類,ジュエリー,
7769,Jewish,adjective,1400,ユダヤ人の,ユダヤ教の,
7770,joint,noun,1200,接合部,関節,
7771,jolly,adjective,1200,陽気な,楽しい,
7772,journalist,noun,2600,ジャーナリスト,記者,
7773,judg(e)ment,noun,2900,判断,判決,
7774,judicial,adjective,2200,司法の,裁判の,
7775,jug,noun,600,水差し,ジャグ,
7776,junior,adjective,1400,年下の,下級の,ジュニアの
7777,justification,noun,2900,正当化,理由,
7778,kangaroo,noun,1800,カンガルー,,
7779,kennel,noun,1600,犬小屋,,
7780,kettle,noun,1400,やかん,ケトル,
7781,kidnap,verb,1400,誘拐する,,
7782,kilogram,noun,1800,キログラム,,
7783,kilometer,noun,2200,キロメートル,,
7784,kin,noun,600,親族,血縁,
7785,kindergarten,noun,2900,幼稚園,,
7786,kindly,adverb,1400,親切に,優しく,
7787,kiss,verb,700,キスする,,
7788,kit,noun,600,キット,用具一式,
7789,kite,noun,700,凧,,
7790,kitten,noun,1600,子猫,,
7791,knob,noun,700,つまみ,取っ手,
7792,knuckle,noun,1600,指の関節,ナックル,
7793,laboratory,noun,2400,実験室,研究所,ラボ
7794,lace,noun,700,レース,靴ひも,
7795,lad,noun,600,若者,少年,
7796,ladder,noun,1400,はしご,,
7797,lag,verb,600,遅れる,のろのろ進む,
7798,lamb,noun,700,子羊,ラム,
7799,lame,adjective,700,足の不自由な,つまらない,
7800,landlady,noun,2000,女性地主,女将,
7801,landmark,noun,2000,ランドマーク,目印,画期的な出来事
7802,lap,noun,600,膝,1周,
7803,laptop,noun,1400,ノートパソコン,ラップトップ,
7804,laser,noun,1200,レーザー,,
7805,lass,noun,700,少女,娘,
7806,lately,adverb,1400,最近,近頃,
7807,lateral,adjective,1800,横の,側面の,
7808,latitude,noun,2000,緯度,自由,
7809,latter,adjective,1400,後者の,後半の,
7810,laughter,noun,2000,笑い,笑い声,
7811,laundry,noun,1600,洗濯,クリーニング,
7812,lava,noun,800,溶岩,,
7813,lavatory,noun,2000,洗面所,トイレ,
7814,lawn,noun,700,芝生,,
7815,layout,noun,1400,レイアウト,配置,
7816,leadership,noun,2600,リーダーシップ,指導力,
7817,leading,adjective,1800,主要な,一流の,
7818,lease,noun,1200,賃貸借,リース,
7819,lecturer,noun,2000,講師,,
7820,ledge,noun,1200,棚,出っ張り,
7821,leek,noun,700,ネギ,,
7822,leftover,noun,2000,残り物,余り,
7823,legislative,adjective,2900,立法の,,
7824,legislature,noun,2900,立法府,議会,
7825,lemonade,noun,1800,レモネード,,
7826,lend,verb,700,貸す,,
7827,lens,noun,700,レンズ,,
7828,lentil,noun,1600,レンズ豆,,
7829,leopard,noun,1600,ヒョウ,,
7830,lesser,adjective,1400,より少ない,より小さい,
7831,lest,conjunction,700,〜しないように,,
7832,lettuce,noun,1600,レタス,,
7833,lever,noun,1200,レバー,てこ,
7834,liable,adjective,1400,責任がある,〜しがちな,
7835,liaison,noun,1800,連絡,連携,
7836,liar,noun,700,うそつき,,
7837,librarian,noun,2400,図書館員,,
7838,lick,verb,700,なめる,,
7839,lifeboat,noun,2000,救命ボート,,
7840,lifelong,adjective,2000,生涯の,終生の,
7841,lifespan,noun,2000,寿命,耐用年数,
7842,lifestyle,noun,2400,ライフスタイル,生活様式,
7843,lifetime,noun,2000,一生,生涯,
7844,likewise,adverb,2000,同様に,同じように,
7845,limb,noun,700,手足,枝,
7846,lime,noun,700,ライム,石灰,
7847,limitation,noun,2600,制限,限界,
7848,linear,adjective,1400,線の,直線的な,
7849,linen,noun,1800,リネン,亜麻布,
7850,liner,noun,1200,定期船,ライナー,
7851,linguistic,adjective,2700,言語の,言語学的な,
7852,lining,noun,1400,裏地,ライニング,
7853,linkage,noun,1800,連結,結びつき,
7854,lip,noun,600,唇,くちびる,
7855,lipstick,noun,1800,口紅,,
7856,liquor,noun,1600,酒,蒸留酒,
7857,listener,noun,2000,聞き手,聴取者,
7858,literacy,noun,2200,読み書き能力,識字,
7859,literal,adjective,1800,文字通りの,逐語的な,
7860,literally,adverb,2200,文字通り,本当に,
7861,literary,adjective,2000,文学の,文芸の,
7862,livestock,noun,2400,家畜,,
7863,livelihood,noun,2600,生計,暮らし,
7864,lizard,noun,1400,トカゲ,,
7865,loading,noun,1600,積み込み,ローディング,
7866,loaf,noun,700,パンの塊,一斤,
7867,lobster,noun,1600,ロブスター,,
7868,locally,adverb,1800,地元で,局所的に,
7869,lodging,noun,1800,宿,宿泊所,
7870,loft,noun,700,屋根裏,ロフト,
7871,logging,noun,1800,伐採,ログ記録,
7872,lonesome,adjective,2000,寂しい,孤独な,
7873,longitude,noun,2200,経度,,
7874,loop,noun,700,ループ,輪,
7875,loose,adjective,1200,ゆるい,自由な,
7876,loot,verb,800,略奪する,,
7877,lorry,noun,1200,トラック,,
7878,lottery,noun,1600,宝くじ,抽選,
7879,lotus,noun,1200,ハス,,
7880,louse,noun,1200,シラミ,,
7881,lover,noun,1200,恋人,愛好家,
7882,loving,adjective,1400,愛情深い,,
7883,lowland,noun,1800,低地,,
7884,lubricate,verb,2200,潤滑油を注す,,
7885,lucid,adjective,1400,明快な,明晰な,
7886,lumber,noun,1600,材木,木材,
7887,lump,noun,700,塊,かたまり,
7888,lunar,adjective,1200,月の,,
7889,luncheon,noun,2000,昼食会,,
7890,lust,noun,800,強い欲望,情欲,
7891,luxury,noun,1400,ぜいたく,贅沢,
7892,lyric,noun,1200,歌詞,抒情詩,
7893,machinery,noun,2400,機械類,機構,
7894,mad,adjective,600,気の狂った,怒った,
7895,madness,noun,2000,狂気,熱狂,
